seqnames	start	end	width	strand	gene_id	gene_name	gene_biotype	seq_coord_system	description	gene_id_version	symbol	entrezid	logFC	logCPM	F	PValue	FDR	mlog10PValue
8	1.05e+08	1.05e+08	50500	+	ENSMUSG00000054320	Lrrc36	protein_coding	chromosome	leucine rich repeat containing 36 [Source:MGI Symbol;Acc:MGI:2448585]	ENSMUSG00000054320.16	Lrrc36	270091	-0.791	-1.38	2.33	0.134	0.259	0.874
19	55200000	55200000	42900	-	ENSMUSG00000055523	Gucy2g	protein_coding	chromosome	guanylate cyclase 2g [Source:MGI Symbol;Acc:MGI:106025]	ENSMUSG00000055523.6	Gucy2g	73707	0.614	0.202	2.32	0.134	0.26	0.871
2	92400000	92400000	30400	-	ENSMUSG00000068742	Cry2	protein_coding	chromosome	cryptochrome 2 (photolyase-like) [Source:MGI Symbol;Acc:MGI:1270859]	ENSMUSG00000068742.11	Cry2	12953	0.162	5.94	2.33	0.134	0.259	0.874
13	62600000	62600000	21200	-	ENSMUSG00000072066	6720489N17Rik	protein_coding	chromosome	RIKEN cDNA 6720489N17 gene [Source:MGI Symbol;Acc:MGI:2443901]	ENSMUSG00000072066.7	6720489N17Rik	211378	-0.423	1.79	2.33	0.134	0.26	0.873
12	20900000	20900000	400	-	ENSMUSG00000073179	Gm10478	pseudogene	chromosome	predicted gene 10478 [Source:MGI Symbol;Acc:MGI:3714531]	ENSMUSG00000073179.3	Gm10478	NA	0.486	-1.14	2.33	0.134	0.259	0.874
7	1.08e+08	1.08e+08	9860	+	ENSMUSG00000073893	Olfr472	protein_coding	chromosome	olfactory receptor 472 [Source:MGI Symbol;Acc:MGI:3030306]	ENSMUSG00000073893.6	Olfr472	258770	-0.353	-0.737	2.33	0.134	0.259	0.874
3	46400000	46400000	6020	-	ENSMUSG00000090919	Pabpc4l	protein_coding	chromosome	poly(A) binding protein, cytoplasmic 4-like [Source:MGI Symbol;Acc:MGI:3643087]	ENSMUSG00000090919.6	Pabpc4l	241989	-0.731	-0.741	2.33	0.134	0.259	0.874
3	1.52e+08	1.52e+08	945	+	ENSMUSG00000105698	Gm31881	antisense_RNA	chromosome	predicted gene, 31881 [Source:MGI Symbol;Acc:MGI:5591040]	ENSMUSG00000105698.1	Gm31881	NA	0.584	-1.9	2.32	0.134	0.26	0.871
9	60500000	60500000	21900	-	ENSMUSG00000111761	AC112680.3	lincRNA	chromosome	NULL	ENSMUSG00000111761.1	AC112680.3	NA	0.715	-1.78	2.33	0.134	0.259	0.874
14	68100000	68100000	42300	-	ENSMUSG00000022054	Nefm	protein_coding	chromosome	neurofilament, medium polypeptide [Source:MGI Symbol;Acc:MGI:97314]	ENSMUSG00000022054.11	Nefm	18040	0.467	5.03	2.32	0.135	0.261	0.869
6	47800000	47800000	17300	-	ENSMUSG00000025823	Pdia4	protein_coding	chromosome	protein disulfide isomerase associated 4 [Source:MGI Symbol;Acc:MGI:104864]	ENSMUSG00000025823.9	Pdia4	12304	-0.316	6.08	2.31	0.135	0.261	0.869
1	91900000	92200000	267000	-	ENSMUSG00000026313	Hdac4	protein_coding	chromosome	histone deacetylase 4 [Source:MGI Symbol;Acc:MGI:3036234]	ENSMUSG00000026313.16	Hdac4	208727	-0.257	5.14	2.32	0.135	0.261	0.87
5	1.25e+08	1.25e+08	29000	+	ENSMUSG00000029386	Tctn2	processed_transcript	chromosome	tectonic family member 2 [Source:MGI Symbol;Acc:MGI:1915228]	ENSMUSG00000029386.15	Tctn2	NA	0.185	4.69	2.32	0.135	0.26	0.871
6	8510000	8600000	87900	+	ENSMUSG00000029638	Glcci1	protein_coding	chromosome	glucocorticoid induced transcript 1 [Source:MGI Symbol;Acc:MGI:2179717]	ENSMUSG00000029638.17	Glcci1	170772	0.296	1.93	2.32	0.135	0.261	0.87
9	1.08e+08	1.08e+08	15000	+	ENSMUSG00000032583	Mon1a	protein_coding	chromosome	MON1 homolog A, secretory traffciking associated [Source:MGI Symbol;Acc:MGI:1920075]	ENSMUSG00000032583.7	Mon1a	72825	0.198	2.66	2.32	0.135	0.261	0.869
1	1.56e+08	1.56e+08	133000	+	ENSMUSG00000033701	Acbd6	protein_coding	chromosome	acyl-Coenzyme A binding domain containing 6 [Source:MGI Symbol;Acc:MGI:1919732]	ENSMUSG00000033701.13	Acbd6	72482	0.174	4.78	2.31	0.135	0.261	0.869
6	2.5e+07	2.5e+07	5160	-	ENSMUSG00000048022	Tmem229a	protein_coding	chromosome	transmembrane protein 229A [Source:MGI Symbol;Acc:MGI:2442812]	ENSMUSG00000048022.11	Tmem229a	319832	0.381	4.29	2.32	0.135	0.261	0.87
8	36100000	36100000	53000	+	ENSMUSG00000050271	Prag1	protein_coding	chromosome	PEAK1 related kinase activating pseudokinase 1 [Source:MGI Symbol;Acc:MGI:1196223]	ENSMUSG00000050271.12	Prag1	244418	-0.539	3.37	2.31	0.135	0.262	0.868
7	25600000	25700000	29000	-	ENSMUSG00000060376	Bckdha	protein_coding	chromosome	branched chain ketoacid dehydrogenase E1, alpha polypeptide [Source:MGI Symbol;Acc:MGI:107701]	ENSMUSG00000060376.7	Bckdha	12039	-0.333	6.01	2.31	0.135	0.261	0.869
9	56200000	56200000	57	-	ENSMUSG00000076281	Gm24270	miRNA	chromosome	predicted gene, 24270 [Source:MGI Symbol;Acc:MGI:5454047]	ENSMUSG00000076281.1	Gm24270	NA	-0.564	6.34	2.32	0.135	0.261	0.869
10	1.06e+08	1.06e+08	9920	+	ENSMUSG00000085282	Gm15663	processed_transcript	chromosome	predicted gene 15663 [Source:MGI Symbol;Acc:MGI:3783105]	ENSMUSG00000085282.8	Gm15663	NA	0.526	1.64	2.32	0.135	0.26	0.871
9	29600000	29600000	2030	-	ENSMUSG00000085638	Gm15521	sense_intronic	chromosome	predicted gene 15521 [Source:MGI Symbol;Acc:MGI:3782968]	ENSMUSG00000085638.1	Gm15521	NA	-0.741	-2.22	2.31	0.135	0.261	0.869
6	1.08e+08	1.08e+08	390	-	ENSMUSG00000091845	Gm4604	processed_pseudogene	chromosome	predicted gene 4604 [Source:MGI Symbol;Acc:MGI:3782787]	ENSMUSG00000091845.1	Gm4604	NA	-0.614	-1.62	2.32	0.135	0.261	0.869
17	24200000	24200000	22400	-	ENSMUSG00000107169	Gm43796	protein_coding	chromosome	predicted gene 43796 [Source:MGI Symbol;Acc:MGI:5663933]	ENSMUSG00000107169.1	Gm43796	NA	0.315	5.14	2.32	0.135	0.26	0.871
7	45100000	45100000	15800	+	ENSMUSG00000003421	Nosip	protein_coding	chromosome	nitric oxide synthase interacting protein [Source:MGI Symbol;Acc:MGI:1913644]	ENSMUSG00000003421.13	Nosip	66394	0.166	5.06	2.3	0.136	0.263	0.865
12	83700000	83700000	47000	+	ENSMUSG00000019969	Psen1	protein_coding	chromosome	presenilin 1 [Source:MGI Symbol;Acc:MGI:1202717]	ENSMUSG00000019969.14	Psen1	19164	-0.206	5.35	2.31	0.136	0.262	0.866
15	30200000	3.1e+07	857000	+	ENSMUSG00000022240	Ctnnd2	protein_coding	chromosome	catenin (cadherin associated protein), delta 2 [Source:MGI Symbol;Acc:MGI:1195966]	ENSMUSG00000022240.9	Ctnnd2	18163	0.275	7.5	2.31	0.136	0.262	0.867
15	98900000	98900000	3140	-	ENSMUSG00000023004	Tuba1b	protein_coding	chromosome	tubulin, alpha 1B [Source:MGI Symbol;Acc:MGI:107804]	ENSMUSG00000023004.8	Tuba1b	22143	-0.246	9.43	2.3	0.136	0.263	0.865
18	64500000	64500000	16900	-	ENSMUSG00000024587	Nars	protein_coding	chromosome	asparaginyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:1917473]	ENSMUSG00000024587.9	Nars	70223	0.212	8.09	2.31	0.136	0.262	0.866
X	1.51e+08	1.51e+08	70400	-	ENSMUSG00000025269	Apex2	protein_coding	chromosome	apurinic/apyrimidinic endonuclease 2 [Source:MGI Symbol;Acc:MGI:1924872]	ENSMUSG00000025269.16	Apex2	77622	0.263	2.32	2.31	0.136	0.262	0.867
6	1.4e+08	1.41e+08	173000	+	ENSMUSG00000030231	Plekha5	protein_coding	chromosome	pleckstrin homology domain containing, family A member 5 [Source:MGI Symbol;Acc:MGI:1923802]	ENSMUSG00000030231.11	Plekha5	109135	0.185	5.39	2.31	0.136	0.262	0.867
2	1.2e+08	1.2e+08	48800	-	ENSMUSG00000033808	Tmem87a	protein_coding	chromosome	transmembrane protein 87A [Source:MGI Symbol;Acc:MGI:2441844]	ENSMUSG00000033808.16	Tmem87a	211499	-0.174	4.7	2.3	0.136	0.263	0.866
11	86300000	86400000	90600	-	ENSMUSG00000034297	Med13	protein_coding	chromosome	mediator complex subunit 13 [Source:MGI Symbol;Acc:MGI:3029632]	ENSMUSG00000034297.14	Med13	327987	-0.298	5.18	2.3	0.136	0.263	0.865
3	1.46e+08	1.46e+08	6820	+	ENSMUSG00000036873	2410004B18Rik	protein_coding	chromosome	RIKEN cDNA 2410004B18 gene [Source:MGI Symbol;Acc:MGI:1913671]	ENSMUSG00000036873.13	2410004B18Rik	66421	0.275	4.89	2.31	0.136	0.262	0.868
18	24700000	24700000	47900	+	ENSMUSG00000039616	Mocos	protein_coding	chromosome	molybdenum cofactor sulfurase [Source:MGI Symbol;Acc:MGI:1915841]	ENSMUSG00000039616.9	Mocos	68591	-0.453	1.06	2.3	0.136	0.263	0.866
9	45900000	45900000	43500	-	ENSMUSG00000042790	Rnf214	protein_coding	chromosome	ring finger protein 214 [Source:MGI Symbol;Acc:MGI:2444451]	ENSMUSG00000042790.16	Rnf214	235315	0.205	5.26	2.3	0.136	0.263	0.865
11	19900000	2e+07	99700	+	ENSMUSG00000045671	Spred2	protein_coding	chromosome	sprouty-related, EVH1 domain containing 2 [Source:MGI Symbol;Acc:MGI:2150019]	ENSMUSG00000045671.17	Spred2	114716	-0.265	4.67	2.31	0.136	0.262	0.866
14	65400000	65400000	24800	-	ENSMUSG00000045731	Pnoc	protein_coding	chromosome	prepronociceptin [Source:MGI Symbol;Acc:MGI:105308]	ENSMUSG00000045731.6	Pnoc	18155	0.335	5.46	2.31	0.136	0.262	0.866
2	1.56e+08	1.56e+08	858	-	ENSMUSG00000046229	Scand1	protein_coding	chromosome	SCAN domain-containing 1 [Source:MGI Symbol;Acc:MGI:1343132]	ENSMUSG00000046229.9	Scand1	19018	-0.345	2.19	2.3	0.136	0.262	0.866
4	1.54e+08	1.54e+08	4690	+	ENSMUSG00000047613	A430005L14Rik	protein_coding	chromosome	RIKEN cDNA A430005L14 gene [Source:MGI Symbol;Acc:MGI:2140680]	ENSMUSG00000047613.10	A430005L14Rik	97159	-0.499	2.2	2.31	0.136	0.262	0.867
12	9570000	9580000	11400	+	ENSMUSG00000048387	Osr1	protein_coding	chromosome	odd-skipped related 1 (Drosophila) [Source:MGI Symbol;Acc:MGI:1344424]	ENSMUSG00000048387.8	Osr1	23967	1.26	-1.24	2.3	0.136	0.263	0.865
7	30100000	30100000	34400	-	ENSMUSG00000058447	Gm26920	protein_coding	chromosome	predicted gene, 26920 [Source:MGI Symbol;Acc:MGI:5504035]	ENSMUSG00000058447.8	Gm26920	NA	-2.12	-0.817	2.3	0.136	0.263	0.865
1	1.81e+08	1.81e+08	3080	+	ENSMUSG00000073485	H3f3aos	antisense_RNA	chromosome	H3 histone, family 3A, opposite strand [Source:MGI Symbol;Acc:MGI:3802006]	ENSMUSG00000073485.3	H3f3aos	NA	1.5	-0.106	2.3	0.136	0.263	0.865
6	1.01e+08	1.01e+08	438	+	ENSMUSG00000079224	Gm6565	processed_pseudogene	chromosome	predicted gene 6565 [Source:MGI Symbol;Acc:MGI:3644755]	ENSMUSG00000079224.5	Gm6565	NA	0.434	4.03	2.31	0.136	0.262	0.867
18	3.7e+07	37200000	195000	+	ENSMUSG00000103800	Pcdha8	protein_coding	chromosome	protocadherin alpha 8 [Source:MGI Symbol;Acc:MGI:2681879]	ENSMUSG00000103800.1	Pcdha8	353235	0.861	0.244	2.3	0.136	0.263	0.865
10	39900000	39900000	3110	+	ENSMUSG00000111620	AC118733.2	unprocessed_pseudogene	chromosome	NULL	ENSMUSG00000111620.1	AC118733.2	NA	0.928	-2.31	2.31	0.136	0.262	0.866
10	7.8e+07	7.8e+07	13600	-	ENSMUSG00000000731	Aire	protein_coding	chromosome	autoimmune regulator (autoimmune polyendocrinopathy candidiasis ectodermal dystrophy) [Source:MGI Symbol;Acc:MGI:1338803]	ENSMUSG00000000731.15	Aire	11634	0.76	-1.11	2.29	0.137	0.264	0.862
13	37300000	37400000	73800	+	ENSMUSG00000021423	Ly86	protein_coding	chromosome	lymphocyte antigen 86 [Source:MGI Symbol;Acc:MGI:1321404]	ENSMUSG00000021423.6	Ly86	17084	-1.56	0.947	2.3	0.137	0.263	0.864
14	30500000	30500000	47500	+	ENSMUSG00000021962	Dcp1a	protein_coding	chromosome	decapping mRNA 1A [Source:MGI Symbol;Acc:MGI:1923151]	ENSMUSG00000021962.9	Dcp1a	75901	-0.273	3.58	2.29	0.137	0.264	0.863
4	1.26e+08	1.26e+08	13600	+	ENSMUSG00000028847	Trappc3	protein_coding	chromosome	trafficking protein particle complex 3 [Source:MGI Symbol;Acc:MGI:1351486]	ENSMUSG00000028847.8	Trappc3	27096	0.131	5.95	2.29	0.137	0.264	0.863
5	51500000	51600000	113000	-	ENSMUSG00000029167	Ppargc1a	protein_coding	chromosome	peroxisome proliferative activated receptor, gamma, coactivator 1 alpha [Source:MGI Symbol;Acc:MGI:1342774]	ENSMUSG00000029167.13	Ppargc1a	19017	0.224	4.65	2.3	0.137	0.263	0.865
9	62100000	62100000	65400	-	ENSMUSG00000032252	Glce	protein_coding	chromosome	glucuronyl C5-epimerase [Source:MGI Symbol;Acc:MGI:2136405]	ENSMUSG00000032252.14	Glce	93683	-0.226	3.73	2.29	0.137	0.264	0.863
2	1.2e+08	1.2e+08	15500	+	ENSMUSG00000033852	Gm28042	protein_coding	chromosome	predicted gene, 28042 [Source:MGI Symbol;Acc:MGI:5547778]	ENSMUSG00000033852.16	Gm28042	NA	-0.43	2.65	2.29	0.137	0.264	0.862
15	88800000	88800000	32900	+	ENSMUSG00000034333	Zbed4	protein_coding	chromosome	zinc finger, BED type containing 4 [Source:MGI Symbol;Acc:MGI:2682302]	ENSMUSG00000034333.15	Zbed4	223773	-0.292	3.87	2.3	0.137	0.263	0.864
10	17900000	17900000	79500	-	ENSMUSG00000039879	Heca	protein_coding	chromosome	hdc homolog, cell cycle regulator [Source:MGI Symbol;Acc:MGI:2685715]	ENSMUSG00000039879.9	Heca	380629	-0.222	4.42	2.29	0.137	0.264	0.864
7	79700000	79700000	17600	-	ENSMUSG00000050382	Kif7	protein_coding	chromosome	kinesin family member 7 [Source:MGI Symbol;Acc:MGI:1098239]	ENSMUSG00000050382.14	Kif7	16576	-0.411	2.36	2.29	0.137	0.264	0.863
8	70300000	70300000	9620	-	ENSMUSG00000057788	Ddx49	protein_coding	chromosome	DEAD (Asp-Glu-Ala-Asp) box polypeptide 49 [Source:MGI Symbol;Acc:MGI:2136689]	ENSMUSG00000057788.13	Ddx49	234374	-0.257	4.38	2.29	0.137	0.264	0.863
19	60200000	60200000	28100	-	ENSMUSG00000057858	Fam204a	protein_coding	chromosome	family with sequence similarity 204, member A [Source:MGI Symbol;Acc:MGI:1289174]	ENSMUSG00000057858.7	Fam204a	76539	-0.178	3.53	2.29	0.137	0.264	0.863
7	1.41e+08	1.41e+08	14700	-	ENSMUSG00000060314	Zfp941	protein_coding	chromosome	zinc finger protein 941 [Source:MGI Symbol;Acc:MGI:3039601]	ENSMUSG00000060314.13	Zfp941	407812	0.389	2.05	2.29	0.137	0.264	0.863
8	46200000	46200000	1120	+	ENSMUSG00000074978	Actg-ps1	processed_pseudogene	chromosome	actin, gamma, pseudogene 1 [Source:MGI Symbol;Acc:MGI:87907]	ENSMUSG00000074978.4	Actg-ps1	NA	0.463	0.534	2.3	0.137	0.263	0.865
9	1.09e+08	1.09e+08	8020	-	ENSMUSG00000091537	Tma7	protein_coding	chromosome	translational machinery associated 7 [Source:MGI Symbol;Acc:MGI:1913417]	ENSMUSG00000091537.2	Tma7	66167	-0.233	7.56	2.29	0.137	0.264	0.863
1	1.19e+08	1.19e+08	56400	+	ENSMUSG00000101179	Gm29455	lincRNA	chromosome	predicted gene 29455 [Source:MGI Symbol;Acc:MGI:5580161]	ENSMUSG00000101179.1	Gm29455	NA	-0.772	-2.03	2.29	0.137	0.264	0.863
7	24400000	24400000	23200	+	ENSMUSG00000002210	Smg9	protein_coding	chromosome	smg-9 homolog, nonsense mediated mRNA decay factor (C. elegans) [Source:MGI Symbol;Acc:MGI:1919247]	ENSMUSG00000002210.11	Smg9	71997	0.263	4.61	2.29	0.138	0.265	0.861
16	3870000	3900000	32400	+	ENSMUSG00000005982	Naa60	protein_coding	chromosome	N(alpha)-acetyltransferase 60, NatF catalytic subunit [Source:MGI Symbol;Acc:MGI:1922013]	ENSMUSG00000005982.13	Naa60	74763	0.192	6.88	2.29	0.138	0.265	0.861
6	38500000	38500000	5950	+	ENSMUSG00000019689	Fmc1	protein_coding	chromosome	formation of mitochondrial complex V assembly factor 1 [Source:MGI Symbol;Acc:MGI:1913367]	ENSMUSG00000019689.4	Fmc1	66117	-0.269	4.15	2.28	0.138	0.265	0.86
X	20500000	20600000	12300	+	ENSMUSG00000023070	Rgn	protein_coding	chromosome	regucalcin [Source:MGI Symbol;Acc:MGI:108024]	ENSMUSG00000023070.6	Rgn	19733	-0.572	-1.22	2.28	0.138	0.266	0.859
5	73300000	73300000	21300	+	ENSMUSG00000029152	Ociad1	protein_coding	chromosome	OCIA domain containing 1 [Source:MGI Symbol;Acc:MGI:1915345]	ENSMUSG00000029152.13	Ociad1	68095	0.171	8.27	2.28	0.138	0.265	0.86
5	1.21e+08	1.21e+08	31700	-	ENSMUSG00000029603	Dtx1	protein_coding	chromosome	deltex 1, E3 ubiquitin ligase [Source:MGI Symbol;Acc:MGI:1352744]	ENSMUSG00000029603.15	Dtx1	14357	0.236	5.75	2.28	0.138	0.265	0.86
9	36700000	36700000	18600	-	ENSMUSG00000032113	Chek1	protein_coding	chromosome	checkpoint kinase 1 [Source:MGI Symbol;Acc:MGI:1202065]	ENSMUSG00000032113.16	Chek1	12649	-0.493	1.4	2.28	0.138	0.265	0.86
9	1.09e+08	1.09e+08	1800	-	ENSMUSG00000049734	Trex1	protein_coding	chromosome	three prime repair exonuclease 1 [Source:MGI Symbol;Acc:MGI:1328317]	ENSMUSG00000049734.9	Trex1	22040	0.492	1.7	2.28	0.138	0.265	0.86
17	1.7e+07	1.7e+07	22600	+	ENSMUSG00000060149	BC002059	lincRNA	chromosome	cDNA sequence BC002059 [Source:MGI Symbol;Acc:MGI:2384864]	ENSMUSG00000060149.6	BC002059	NA	-0.38	1.17	2.28	0.138	0.265	0.86
X	1.61e+08	1.61e+08	113000	-	ENSMUSG00000062168	Ppef1	protein_coding	chromosome	protein phosphatase with EF hand calcium-binding domain 1 [Source:MGI Symbol;Acc:MGI:1097157]	ENSMUSG00000062168.12	Ppef1	237178	1.04	-0.517	2.29	0.138	0.265	0.861
17	24400000	24400000	9890	-	ENSMUSG00000073437	D330041H03Rik	processed_transcript	chromosome	RIKEN cDNA D330041H03 gene [Source:MGI Symbol;Acc:MGI:3603827]	ENSMUSG00000073437.10	D330041H03Rik	NA	-0.838	-0.163	2.28	0.138	0.265	0.86
4	1.17e+08	1.17e+08	878	-	ENSMUSG00000082063	Gm12993	processed_pseudogene	chromosome	predicted gene 12993 [Source:MGI Symbol;Acc:MGI:3650477]	ENSMUSG00000082063.1	Gm12993	NA	-0.598	-1.08	2.28	0.138	0.266	0.859
2	40600000	40600000	1360	+	ENSMUSG00000082536	Gm13456	processed_pseudogene	chromosome	predicted gene 13456 [Source:MGI Symbol;Acc:MGI:3651389]	ENSMUSG00000082536.1	Gm13456	NA	-0.532	-1.41	2.28	0.138	0.265	0.86
4	88800000	88800000	4080	-	ENSMUSG00000097873	Gm26867	lincRNA	chromosome	predicted gene, 26867 [Source:MGI Symbol;Acc:MGI:5477361]	ENSMUSG00000097873.1	Gm26867	NA	-0.859	-0.956	2.28	0.138	0.265	0.861
9	1.05e+08	1.05e+08	23500	-	ENSMUSG00000111044	AC117688.1	antisense_RNA	chromosome	NULL	ENSMUSG00000111044.1	AC117688.1	NA	-0.609	-0.388	2.28	0.138	0.265	0.861
13	1e+08	1e+08	32400	-	ENSMUSG00000021639	Gtf2h2	protein_coding	chromosome	general transcription factor II H, polypeptide 2 [Source:MGI Symbol;Acc:MGI:1345669]	ENSMUSG00000021639.16	Gtf2h2	23894	-0.264	3.15	2.27	0.139	0.267	0.856
15	47600000	48800000	1210000	-	ENSMUSG00000022311	Csmd3	protein_coding	chromosome	CUB and Sushi multiple domains 3 [Source:MGI Symbol;Acc:MGI:2386403]	ENSMUSG00000022311.15	Csmd3	239420	0.288	3.91	2.27	0.139	0.267	0.856
17	25900000	25900000	18100	-	ENSMUSG00000025728	Pigq	protein_coding	chromosome	phosphatidylinositol glycan anchor biosynthesis, class Q [Source:MGI Symbol;Acc:MGI:1333114]	ENSMUSG00000025728.15	Pigq	14755	0.308	7.49	2.27	0.139	0.266	0.858
3	1.08e+08	1.08e+08	33400	-	ENSMUSG00000027893	Ahcyl1	protein_coding	chromosome	S-adenosylhomocysteine hydrolase-like 1 [Source:MGI Symbol;Acc:MGI:2385184]	ENSMUSG00000027893.14	Ahcyl1	229709	0.19	8.13	2.27	0.139	0.266	0.858
4	14900000	14900000	51100	+	ENSMUSG00000028221	Tmem55a	protein_coding	chromosome	transmembrane protein 55A [Source:MGI Symbol;Acc:MGI:1919769]	ENSMUSG00000028221.3	Tmem55a	72519	-0.128	5.17	2.27	0.139	0.267	0.856
5	1.24e+08	1.24e+08	21000	-	ENSMUSG00000029422	Rsrc2	protein_coding	chromosome	arginine/serine-rich coiled-coil 2 [Source:MGI Symbol;Acc:MGI:1913489]	ENSMUSG00000029422.15	Rsrc2	208606	0.163	5.53	2.27	0.139	0.267	0.857
19	3940000	3950000	14200	+	ENSMUSG00000036908	Unc93b1	protein_coding	chromosome	unc-93 homolog B1 (C. elegans) [Source:MGI Symbol;Acc:MGI:1859307]	ENSMUSG00000036908.16	Unc93b1	54445	-1	1.9	2.27	0.139	0.266	0.858
11	75500000	75600000	45900	+	ENSMUSG00000038178	Slc43a2	protein_coding	chromosome	solute carrier family 43, member 2 [Source:MGI Symbol;Acc:MGI:2442746]	ENSMUSG00000038178.16	Slc43a2	215113	-0.329	6.38	2.27	0.139	0.266	0.858
8	1.21e+08	1.21e+08	20300	+	ENSMUSG00000041515	Irf8	protein_coding	chromosome	interferon regulatory factor 8 [Source:MGI Symbol;Acc:MGI:96395]	ENSMUSG00000041515.9	Irf8	15900	-1.77	-0.315	2.27	0.139	0.267	0.856
18	36300000	36300000	8630	+	ENSMUSG00000043991	Pura	protein_coding	chromosome	purine rich element binding protein A [Source:MGI Symbol;Acc:MGI:103079]	ENSMUSG00000043991.4	Pura	19290	-0.241	4.28	2.27	0.139	0.267	0.857
18	37300000	37300000	3500	+	ENSMUSG00000045062	Pcdhb7	protein_coding	chromosome	protocadherin beta 7 [Source:MGI Symbol;Acc:MGI:2136741]	ENSMUSG00000045062.4	Pcdhb7	93878	0.36	3.56	2.27	0.139	0.267	0.857
2	1.81e+08	1.81e+08	6590	+	ENSMUSG00000049401	Ogfr	protein_coding	chromosome	opioid growth factor receptor [Source:MGI Symbol;Acc:MGI:1919325]	ENSMUSG00000049401.10	Ogfr	72075	-0.215	6.29	2.27	0.139	0.267	0.857
9	78400000	78400000	1130	-	ENSMUSG00000060461	Dppa5a	protein_coding	chromosome	developmental pluripotency associated 5A [Source:MGI Symbol;Acc:MGI:101800]	ENSMUSG00000060461.5	Dppa5a	434423	-0.716	-2.03	2.26	0.139	0.267	0.856
7	19600000	19600000	23500	-	ENSMUSG00000061028	Clasrp	protein_coding	chromosome	CLK4-associating serine/arginine rich protein [Source:MGI Symbol;Acc:MGI:1855695]	ENSMUSG00000061028.7	Clasrp	53609	0.208	5.29	2.27	0.139	0.267	0.857
2	1.56e+08	1.56e+08	1760	+	ENSMUSG00000067847	Romo1	protein_coding	chromosome	reactive oxygen species modulator 1 [Source:MGI Symbol;Acc:MGI:1914317]	ENSMUSG00000067847.13	Romo1	67067	-0.178	6.38	2.27	0.139	0.266	0.858
11	99400000	99400000	8540	+	ENSMUSG00000084890	A830036E02Rik	antisense_RNA	chromosome	RIKEN cDNA A830036E02 gene [Source:MGI Symbol;Acc:MGI:3686876]	ENSMUSG00000084890.1	A830036E02Rik	NA	0.423	4.12	2.27	0.139	0.267	0.857
4	1.47e+08	1.47e+08	29100	+	ENSMUSG00000087207	Gm13147	transcribed_unprocessed_pseudogene	chromosome	predicted gene 13147 [Source:MGI Symbol;Acc:MGI:3651740]	ENSMUSG00000087207.8	Gm13147	NA	0.803	-1.97	2.27	0.139	0.266	0.858
X	75400000	75400000	11700	-	ENSMUSG00000090110	Cmc4	protein_coding	chromosome	C-x(9)-C motif containing 4 [Source:MGI Symbol;Acc:MGI:5637812]	ENSMUSG00000090110.8	Cmc4	105886298	0.259	1.99	2.26	0.139	0.267	0.855
11	77500000	77500000	1560	+	ENSMUSG00000097165	2210008F06Rik	lincRNA	chromosome	RIKEN cDNA 2210008F06 gene [Source:MGI Symbol;Acc:MGI:1917307]	ENSMUSG00000097165.1	2210008F06Rik	NA	0.329	0.893	2.27	0.139	0.267	0.856
7	19600000	19600000	23200	-	ENSMUSG00000002983	Relb	protein_coding	chromosome	avian reticuloendotheliosis viral (v-rel) oncogene related B [Source:MGI Symbol;Acc:MGI:103289]	ENSMUSG00000002983.17	Relb	19698	-0.595	2.08	2.26	0.14	0.268	0.854
11	70500000	70500000	5940	+	ENSMUSG00000018919	Tm4sf5	protein_coding	chromosome	transmembrane 4 superfamily member 5 [Source:MGI Symbol;Acc:MGI:1922854]	ENSMUSG00000018919.10	Tm4sf5	75604	0.354	0.443	2.25	0.14	0.269	0.853
13	92800000	92900000	13500	+	ENSMUSG00000021704	Mtx3	protein_coding	chromosome	metaxin 3 [Source:MGI Symbol;Acc:MGI:2686040]	ENSMUSG00000021704.8	Mtx3	382793	0.176	5.82	2.26	0.14	0.268	0.855
X	1.37e+08	1.37e+08	17100	+	ENSMUSG00000031425	Plp1	protein_coding	chromosome	proteolipid protein (myelin) 1 [Source:MGI Symbol;Acc:MGI:97623]	ENSMUSG00000031425.15	Plp1	18823	-0.721	6.33	2.26	0.14	0.268	0.855
6	70800000	70900000	60700	+	ENSMUSG00000031668	Eif2ak3	protein_coding	chromosome	eukaryotic translation initiation factor 2 alpha kinase 3 [Source:MGI Symbol;Acc:MGI:1341830]	ENSMUSG00000031668.14	Eif2ak3	13666	-0.488	3.41	2.26	0.14	0.268	0.854
9	14900000	14900000	10600	+	ENSMUSG00000031932	Gpr83	protein_coding	chromosome	G protein-coupled receptor 83 [Source:MGI Symbol;Acc:MGI:95712]	ENSMUSG00000031932.14	Gpr83	14608	0.355	1.4	2.25	0.14	0.269	0.853
9	97400000	9.8e+07	589000	-	ENSMUSG00000032452	Clstn2	protein_coding	chromosome	calsyntenin 2 [Source:MGI Symbol;Acc:MGI:1929897]	ENSMUSG00000032452.12	Clstn2	64085	0.387	6.32	2.26	0.14	0.268	0.854
3	51400000	51400000	8330	-	ENSMUSG00000037161	Mgarp	protein_coding	chromosome	mitochondria localized glutamic acid rich protein [Source:MGI Symbol;Acc:MGI:1914999]	ENSMUSG00000037161.14	Mgarp	67749	0.847	3.03	2.26	0.14	0.268	0.855
